City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,portland,45.5234,-122.6762,30.84,34,75,4.63,US,1722730940
356,podporozh'ye,60.9112,34.1706,13.16,97,10,1.35,RU,1722731104
357,sao raimundo nonato,-9.0153,-42.6994,23.03,41,0,1.24,BR,1722731104
358,kununurra,-15.7667,128.7333,24.99,53,8,0.51,AU,1722730964
359,alotau,-10.3069,150.4462,23.67,87,100,2.9,PG,1722730960
360,tughyl,47.7252,84.2063,20.87,61,1,5.96,KZ,1722731105
361,colchani,-20.3,-66.9333,3.85,19,0,1.57,BO,1722731105
362,klaksvik,62.2266,-6.589,11.51,94,7,5.6,FO,1722731105
363,cosne-cours-sur-loire,47.3333,3.1667,15.51,89,48,1.28,FR,1722731105
364,pemba,-12.974,40.5178,22.6,79,22,4.85,MZ,1722731106
365,egilsstadir,65.2653,-14.3948,7.95,93,75,3.6,IS,1722731106
366,tofol,5.3248,163.0078,28.87,73,70,4.25,FM,1722730986
367,rakops,-21.0167,24.3333,18.91,21,2,4.51,BW,1722731106
368,likasi,-10.9814,26.7333,14.8,35,36,1.92,CD,1722731106
369,urangan,-25.3,152.9,18.24,62,43,3.19,AU,1722731106
370,chegdomyn,51.1167,133.0167,23.12,40,80,0.4,RU,1722731107
371,lenino,45.2986,35.7771,22.27,65,5,2.05,UA,1722731107
372,mogoytuy,51.2833,114.9167,18.2,86,100,1.92,RU,1722731107
373,barra de santo antonio,-9.4047,-35.5072,21.6,84,39,6.7,BR,1722731107
374,qarqaraly,49.4058,75.4742,15.25,61,48,1.97,KZ,1722731107
375,itacarambi,-15.1022,-44.0919,24.7,45,47,3.12,BR,1722731107
376,karratha,-20.7377,116.8463,19.37,69,0,6.6,AU,1722731108
377,zhongxiang,31.1661,112.5831,28.59,78,7,5.14,CN,1722731108
378,humaita,-7.5061,-63.0208,30.18,42,89,1.49,BR,1722731108
379,lame,10.4415,9.2396,20.6,91,94,2.56,NG,1722731108
380,recreo,-29.2818,-65.061,18.05,15,26,4.4,AR,1722731108
381,salekhard,66.53,66.6019,12.01,88,100,9.86,RU,1722731109
382,forster,-32.1667,152.5167,15.77,68,89,1.07,AU,1722731109
383,churapcha,62.0025,132.4325,17.86,46,26,2.33,RU,1722731109
384,grande prairie,55.1667,-118.8027,27.1,18,20,5.14,CA,1722731109
385,bogo,11.0517,124.0055,28.29,75,100,1.71,PH,1722731109
386,moama,-36.1167,144.7833,7.77,92,100,2.06,AU,1722731109
387,port lincoln,-34.7333,135.8667,12.08,71,100,4.18,AU,1722730869
388,syumsi,57.1111,51.6149,13.07,99,30,1.94,RU,1722731110
389,chernyshevskiy,63.0128,112.4714,16.69,47,46,1.83,RU,1722731110
390,tal'menka,53.8183,83.5677,17.39,96,93,4.28,RU,1722731110
391,kolonia town,6.964,158.206,33.0,62,75,2.57,FM,1722731110
392,camana,-16.6228,-72.7111,15.18,90,17,3.62,PE,1722731110
393,waddan,29.1614,16.139,28.6,26,0,3.24,LY,1722731111
394,verkhnevilyuysk,63.4453,120.3167,18.54,45,28,1.14,RU,1722731111
395,westport,41.1415,-73.3579,24.25,93,0,2.68,US,1722731111
396,sisimiut,66.9395,-53.6735,6.76,83,7,3.21,GL,1722730903
397,east london,-33.0153,27.9116,19.32,29,43,5.22,ZA,1722731111
398,kencong,-8.2833,113.3667,24.41,81,40,0.95,ID,1722731111
399,salym,60.0625,71.4789,15.34,89,100,1.57,RU,1722731112
400,kayangel,8.0823,134.7173,28.96,75,99,6.3,PW,1722731106
401,subaykhan,34.8544,40.6083,28.96,38,0,7.08,SY,1722731112
402,mili,6.0815,171.735,28.57,75,35,4.56,MH,1722731112
403,severoural'sk,60.1533,59.952,12.25,96,54,0.56,RU,1722731112
404,guerrero negro,27.9769,-114.0611,24.28,62,82,7.09,MX,1722730882
405,al kharj,24.155,47.3346,34.32,16,100,2.9,SA,1722731113
406,kuqa,41.7278,82.9364,28.54,28,55,2.41,CN,1722731113
407,khorugh,37.4897,71.553,14.27,48,2,1.48,TJ,1722731113
408,al ain city,24.1917,55.7606,30.79,79,92,1.54,AE,1722731113
409,nova sintra,14.8667,-24.7167,26.5,77,83,2.12,CV,1722730919
410,lensk,60.7253,114.9278,18.55,53,28,4.69,RU,1722731114
411,chickasha,35.0526,-97.9364,34.51,27,0,4.12,US,1722731114
412,warrensburg,38.7628,-93.7361,31.94,45,0,2.57,US,1722731114
413,petrozavodsk,61.7849,34.3469,15.7,94,54,3.0,RU,1722731114
414,mhango,-3.2833,32.85,19.82,43,16,4.05,TZ,1722731114
415,kailua-kona,19.6406,-155.9956,30.15,75,0,6.69,US,1722730837
416,saldanha,-33.0117,17.9442,13.03,86,98,8.15,ZA,1722731115
417,santa terezinha,-29.9002,-50.0904,18.82,81,30,3.72,BR,1722731115
418,kamaishi,39.2667,141.8833,28.39,71,1,2.07,JP,1722730852
419,santana,-0.0583,-51.1817,29.1,79,40,3.6,BR,1722731115
420,menaka,15.9182,2.4022,27.08,72,82,5.93,ML,1722731115
421,masterton,-40.9597,175.6575,8.7,74,50,0.36,NZ,1722731115
422,happy valley-goose bay,53.3168,-60.3315,19.17,77,75,4.63,CA,1722730814
423,guatrache,-37.6678,-63.5302,10.54,40,10,2.85,AR,1722731116
424,katrineholm,58.9959,16.2072,14.94,76,100,1.74,SE,1722731116
425,preobrazheniye,42.9019,133.9064,19.15,81,100,4.45,RU,1722731116
426,esmeraldas,-19.7625,-44.3139,21.17,61,81,3.5,BR,1722731116
427,barcelos,41.5388,-8.6151,22.14,74,0,1.01,PT,1722731116
428,kiruna,67.8557,20.2251,13.51,82,100,1.03,SE,1722730893
429,beau vallon,-20.4189,57.6953,19.13,77,40,2.06,MU,1722731117
430,bubaque,11.2833,-15.8333,25.98,88,100,8.23,GW,1722731117
431,fuglafjordur,62.244,-6.814,11.26,94,9,4.2,FO,1722731117
432,quarai,-30.3875,-56.4514,16.72,92,98,6.36,BR,1722731117
433,lubuklinggau,-3.3,102.8667,22.23,94,9,0.79,ID,1722731117
434,galveston,29.3669,-94.9669,34.06,74,0,5.14,US,1722731117
435,goundam,16.4145,-3.6708,28.54,66,59,5.24,ML,1722731118
436,hinton,53.4001,-117.5857,25.95,35,40,3.21,CA,1722731118
437,piton saint-leu,-21.2196,55.3151,17.06,59,0,3.6,RE,1722731118
438,peace river,56.2501,-117.286,24.17,49,0,3.6,CA,1722730746
439,lander,42.833,-108.7307,36.73,13,0,4.63,US,1722730943
440,sann,26.0418,68.1378,26.06,94,100,2.33,PK,1722731118
441,dalnegorsk,44.5604,135.5701,16.87,87,100,1.63,RU,1722731119
442,sao miguel,-5.4667,-35.3667,24.43,78,0,6.9,BR,1722731119
443,kindu,-2.95,25.95,22.59,44,30,0.9,CD,1722731119
444,rawson,-43.3002,-65.1023,10.89,41,6,8.68,AR,1722731119
445,chul'man,56.8479,124.9104,17.45,61,95,2.34,RU,1722731119
446,lamu,-2.2717,40.902,23.87,81,33,6.43,KE,1722731120
447,coronel suarez,-37.4547,-61.9334,9.33,42,2,3.42,AR,1722731120
448,kargasok,59.0556,80.8572,17.72,96,85,4.05,RU,1722731120
449,mariehamn,60.0973,19.9348,17.12,100,100,0.51,AX,1722731120
450,tahe,52.3333,124.7333,17.28,83,100,2.0,CN,1722731120
451,hotan,37.0997,79.9269,27.19,31,25,3.29,CN,1722730783
452,esikhaleni,-28.871,31.8996,18.55,84,5,6.55,ZA,1722731121
453,bukoba,-1.3317,31.8122,21.48,70,33,3.2,TZ,1722731121
454,qarazhal,48.0078,70.7903,21.84,34,6,4.58,KZ,1722731121
455,ghat,24.9647,10.1728,30.09,11,8,1.21,LY,1722731121
456,kingsville,27.5159,-97.8561,34.23,57,0,4.63,US,1722731122
457,murun-kuren,49.6342,100.1625,17.26,60,1,1.06,MN,1722731122
458,indre arna,60.4247,5.4764,14.25,99,100,2.2,NO,1722731122
459,tubarjal,30.4999,38.216,25.88,42,2,4.53,SA,1722731122
460,tartagal,-22.5164,-63.8013,23.56,40,0,4.27,AR,1722731122
461,alice springs,-23.7,133.8833,14.75,41,75,3.6,AU,1722731122
462,tucuma,-0.1833,-50.05,25.87,83,12,3.33,BR,1722731123
463,tymovskoye,50.8456,142.655,18.93,43,99,0.31,RU,1722731123
464,dhidhdhoo,6.8833,73.1,28.14,75,84,6.83,MV,1722731123
465,mirny,62.5353,113.9611,16.06,51,98,2.66,RU,1722731123
466,mawu,34.4307,104.9176,16.66,72,3,0.52,CN,1722731123
467,pandan,14.0453,124.1694,29.0,76,99,1.89,PH,1722731053
468,tsiombe,-25.3,45.4833,16.3,91,0,1.02,MG,1722731124
469,nishinoomote,30.7333,131.0,31.31,79,20,2.57,JP,1722731124
470,pontianak,-0.0333,109.3333,24.99,100,40,1.03,ID,1722731124
471,laojunmiao,39.8333,97.7333,23.0,19,68,1.8,CN,1722731124
472,marataizes,-21.0433,-40.8244,22.81,81,69,6.02,BR,1722731124
473,hilo,19.7297,-155.09,26.64,91,100,1.54,US,1722731125
474,el alto,-4.2714,-81.2147,16.95,86,34,6.69,PE,1722731125
475,north ward,-19.2454,146.8075,22.95,56,66,7.72,AU,1722731125
476,hami,42.8,93.45,28.32,21,31,5.38,CN,1722730730
477,wagar,16.1525,36.2032,28.76,64,89,4.06,SD,1722731125
478,coquimbo,-29.9533,-71.3436,12.21,76,0,1.03,CL,1722730980
479,havre,49.5833,0.3333,15.87,88,75,6.17,FR,1722731126
480,kidal,18.4411,1.4078,29.44,49,54,6.7,ML,1722731126
481,pavlodar,52.3,76.95,13.89,100,4,2.0,KZ,1722731126
482,kismayo,-0.3582,42.5454,24.33,80,72,6.74,SO,1722730866
483,ambodifotatra,-16.9833,49.85,20.47,73,30,3.85,MG,1722730958
484,burnie,-41.0667,145.9167,10.25,94,51,4.49,AU,1722731126
485,khovd,48.0056,91.6419,20.09,40,8,3.75,MN,1722731126
486,yen bai,21.7,104.8667,25.07,97,97,0.58,VN,1722731127
487,chaumont,48.1167,5.1333,16.87,87,100,1.32,FR,1722731127
488,corner brook,48.9667,-57.9484,21.09,93,100,1.8,CA,1722731127
489,kirakira,-10.4544,161.9205,28.36,76,48,4.92,SB,1722731127
490,lewiston orchards,46.3804,-116.9754,35.39,24,100,4.52,US,1722731127
491,petropavlovsk-kamchatsky,53.0452,158.6483,20.33,40,0,2.0,RU,1722731128
492,arteche,12.2645,125.4048,26.79,92,80,1.95,PH,1722731128
493,dalhart,36.0595,-102.5133,21.01,83,100,13.89,US,1722731128
494,nema,57.5067,50.5011,13.59,96,91,2.36,RU,1722731128
495,balykshi,47.0667,51.8667,20.0,77,0,2.0,KZ,1722731128
496,la ronge,55.1001,-105.2842,21.14,46,100,2.57,CA,1722731128
497,mount pleasant,32.7941,-79.8626,29.55,84,40,4.12,US,1722731129
498,krasnoufimsk,56.6059,57.7669,11.82,97,49,2.19,RU,1722731129
499,al ghayzah,16.2079,52.176,25.93,82,88,3.11,YE,1722731129
500,piacabucu,-10.4056,-36.4344,23.94,74,38,5.27,BR,1722731129
501,beloyarskiy,63.7119,66.6722,14.98,97,31,1.45,RU,1722730999
502,batouri,4.4333,14.3667,20.61,96,100,1.0,CM,1722731130
503,kabalo,-6.05,26.9167,24.12,36,68,1.56,CD,1722731130
504,houghton,47.1219,-88.569,22.28,84,40,0.0,US,1722731130
505,vikulovo,56.8167,70.6107,13.88,92,6,2.95,RU,1722731130
506,edd,13.9297,41.6925,31.51,64,99,0.48,ER,1722731130
507,le vauclin,14.5452,-60.8388,28.03,83,100,4.63,MQ,1722731131
508,rio grande,-32.035,-52.0986,22.06,97,74,5.28,BR,1722730896
509,sakakah,29.9697,40.2064,28.76,28,15,4.23,SA,1722731131
510,goba,7.0167,39.9833,10.41,93,96,2.08,ET,1722731131
511,kudahuvadhoo,2.6708,72.8944,27.97,73,71,1.9,MV,1722731131
512,bozeman,45.6796,-111.0386,35.68,22,95,3.13,US,1722731131
513,putyvl',51.3374,33.8707,14.57,94,100,5.07,UA,1722731132
514,tullamore,53.2739,-7.4889,14.6,85,100,3.11,IE,1722731132
515,quellon,-43.1167,-73.6167,7.36,91,100,2.69,CL,1722731132
516,suances,43.4334,-4.0434,19.99,98,1,1.54,ES,1722731132
517,zhangye,38.9342,100.4517,24.44,20,74,3.16,CN,1722731132
518,north haven,41.3909,-72.8595,23.9,94,20,3.09,US,1722731132
519,namdrik,5.5994,168.1028,29.05,74,45,5.56,MH,1722731133
520,kristiansund,63.1115,7.732,17.36,87,100,1.03,NO,1722731133
521,tocopilla,-22.092,-70.1979,17.16,69,12,0.83,CL,1722731133
522,grand falls-windsor,48.9332,-55.6649,22.5,65,87,4.63,CA,1722731134
523,nuzvid,16.7833,80.85,27.47,79,100,3.85,IN,1722731134
524,ormara,25.2088,64.6357,28.06,85,100,3.09,PK,1722731134
525,saint-louis,16.3333,-15.0,25.8,64,99,7.08,SN,1722731134
526,nantucket,41.2835,-70.0995,25.56,98,24,9.03,US,1722731097
527,nikolayevsk-on-amure,53.1406,140.73,21.17,47,12,1.07,RU,1722731135
528,aldinga beach,-35.2793,138.4604,14.03,66,100,2.95,AU,1722731135
529,inderbor,48.55,51.7833,23.0,34,8,2.43,KZ,1722731135
530,amahai,-3.3333,128.9167,25.11,90,100,4.2,ID,1722731135
531,neyriz,29.1988,54.3278,25.71,44,41,0.3,IR,1722731135
532,nizhnesortymskiy,62.4397,71.7603,19.24,74,94,0.77,RU,1722731059
533,shibetsu,43.659,145.132,23.39,94,75,3.6,JP,1722731136
534,yorosso,12.3536,-4.7761,23.0,90,92,3.1,ML,1722731136
535,paita,-5.0892,-81.1144,17.9,84,27,6.29,PE,1722731136
536,las palmas de gran canaria,28.0997,-15.4134,27.07,36,20,9.77,ES,1722731136
537,villa emilio carranza,19.9667,-96.6,27.86,77,60,2.16,MX,1722731137
538,hadibu,12.65,54.0333,25.51,82,28,10.34,YE,1722731137
539,sorong,-0.8833,131.25,26.23,85,86,2.76,ID,1722731137
540,alausi,-2.2,-78.8333,9.94,86,87,1.6,EC,1722731137
541,bardai,11.65,7.2333,21.45,90,94,3.54,NG,1722731031
542,saint-georges,12.0564,-61.7485,28.82,79,20,3.6,GD,1722731137
543,escarcega,18.6089,-90.7454,26.78,80,87,2.17,MX,1722731137
544,chios,38.3678,26.1358,19.92,56,0,1.54,GR,1722731138
545,homer,59.6425,-151.5483,18.36,53,0,4.63,US,1722731138
546,takanabe,32.1333,131.5,30.94,66,96,1.1,JP,1722731138
547,altai,46.3722,96.2583,16.77,38,36,1.14,MN,1722731138
548,partur,19.6,76.2167,23.39,91,100,6.0,IN,1722731138
549,kualakapuas,-3.0091,114.3876,25.22,79,63,2.25,ID,1722731139
550,gaiman,-43.2897,-65.4929,10.53,41,8,8.53,AR,1722731139
551,umaria,23.5333,80.8333,23.55,98,100,5.6,IN,1722731139
552,pierre,44.3683,-100.351,34.51,46,0,7.2,US,1722731139
553,fisterra,42.9049,-9.2629,18.19,88,0,4.85,ES,1722731139
554,berdigestyakh,62.0989,126.6992,19.43,41,12,2.2,RU,1722731140
555,ribeira brava,32.65,-17.0667,23.35,81,0,1.03,PT,1722731038
556,saint-paul,-21.0096,55.2707,19.06,91,11,1.77,RE,1722730720
557,as sulayyil,20.4607,45.5779,34.14,17,95,0.69,SA,1722731140
558,novyy urgal,51.0736,132.5642,21.84,48,83,0.62,RU,1722731114
559,gwoza,11.1036,13.713,24.2,83,74,3.42,NG,1722731140
560,flin flon,54.7682,-101.865,21.2,35,61,3.67,CA,1722731141
561,altamira,-3.2033,-52.2064,26.37,44,16,1.37,BR,1722731141
562,mar del plata,-38.0023,-57.5575,13.82,55,0,3.09,AR,1722731141
563,mokhsogollokh,61.4681,128.9203,18.84,38,18,1.68,RU,1722731141
564,lugovoy,42.9472,72.7644,23.04,38,0,1.9,KZ,1722731141
565,barcelona,41.3888,2.159,26.65,73,0,1.03,ES,1722731142
566,thunder bay,48.4001,-89.3168,21.99,68,75,2.06,CA,1722730758
567,lianhe,47.1333,129.2667,21.19,66,99,1.97,CN,1722731142
568,severo-yeniseyskiy,60.3725,93.0408,14.19,68,5,0.88,RU,1722730875
569,bamboo flat,11.7,92.7167,24.05,94,75,1.03,IN,1722731142
570,new norfolk,-42.7826,147.0587,10.72,74,73,3.27,AU,1722730912
571,sedalia,38.7045,-93.2283,31.85,51,0,2.06,US,1722731142
572,dromore,54.5167,-7.4667,11.81,90,100,2.56,GB,1722731143
573,glace bay,46.1969,-59.957,22.83,92,100,4.12,CA,1722731143
574,gebeit,21.0667,36.3167,27.35,52,97,1.76,SD,1722731143
575,sitangkai,4.6628,119.3928,28.51,74,100,4.39,PH,1722731143
576,myeik,12.4333,98.6,25.58,89,100,0.96,MM,1722731143
577,horta,38.5333,-28.6333,21.68,88,5,1.34,PT,1722731144
578,jabat,7.75,168.9751,28.46,76,8,4.97,MH,1722731144
579,reguiba,33.5639,6.7033,34.03,27,0,6.17,DZ,1722731144
580,ola,59.5833,151.2833,15.28,49,3,1.08,RU,1722731144
581,ak-suu,42.4995,78.527,17.55,48,5,2.19,KG,1722731144
